Date,Hour,Hourly rainfall value,DateTime
2024-06-11,16,0,2024-06-11 16:00:00
2024-06-11,17,0,2024-06-11 17:00:00
2024-06-11,18,0,2024-06-11 18:00:00
2024-06-11,19,0,2024-06-11 19:00:00
2024-06-11,20,0,2024-06-11 20:00:00
2024-06-11,21,0,2024-06-11 21:00:00
2024-06-11,22,0,2024-06-11 22:00:00
2024-06-11,23,1.4,2024-06-11 23:00:00
2024-06-12,0,0,2024-06-12 00:00:00
2024-06-12,1,0,2024-06-12 01:00:00
2024-06-12,2,0,2024-06-12 02:00:00
2024-06-12,3,0,2024-06-12 03:00:00
2024-06-12,4,0,2024-06-12 04:00:00
2024-06-12,5,0,2024-06-12 05:00:00
2024-06-12,6,0,2024-06-12 06:00:00
2024-06-12,7,0,2024-06-12 07:00:00
2024-06-12,8,0,2024-06-12 08:00:00
2024-06-12,9,0,2024-06-12 09:00:00
2024-06-12,10,0,2024-06-12 10:00:00
2024-06-12,11,0,2024-06-12 11:00:00
2024-06-12,12,0,2024-06-12 12:00:00
2024-06-12,13,0,2024-06-12 13:00:00
2024-06-12,14,0,2024-06-12 14:00:00
2024-06-12,15,0,2024-06-12 15:00:00
2024-06-12,16,0,2024-06-12 16:00:00
2024-06-12,17,0,2024-06-12 17:00:00
2024-06-12,18,0,2024-06-12 18:00:00
2024-06-12,19,0,2024-06-12 19:00:00
2024-06-12,20,0,2024-06-12 20:00:00
2024-06-12,21,0,2024-06-12 21:00:00
2024-06-12,22,0,2024-06-12 22:00:00
2024-06-12,23,0,2024-06-12 23:00:00
2024-06-13,0,0,2024-06-13 00:00:00
2024-06-13,1,0,2024-06-13 01:00:00
2024-06-13,2,0,2024-06-13 02:00:00
2024-06-13,3,0,2024-06-13 03:00:00
2024-06-13,4,0,2024-06-13 04:00:00
2024-06-13,5,0,2024-06-13 05:00:00
2024-06-13,6,0,2024-06-13 06:00:00
2024-06-13,7,0,2024-06-13 07:00:00
2024-06-13,8,0,2024-06-13 08:00:00
2024-06-13,9,0,2024-06-13 09:00:00
2024-06-13,10,0,2024-06-13 10:00:00
2024-06-13,11,0,2024-06-13 11:00:00
2024-06-13,12,0,2024-06-13 12:00:00
2024-06-13,13,0,2024-06-13 13:00:00
2024-06-13,14,0,2024-06-13 14:00:00
2024-06-13,15,0,2024-06-13 15:00:00
2024-06-13,16,0,2024-06-13 16:00:00
2024-06-13,17,0,2024-06-13 17:00:00
2024-06-13,18,0,2024-06-13 18:00:00
2024-06-13,19,0,2024-06-13 19:00:00
2024-06-13,20,0,2024-06-13 20:00:00
2024-06-13,21,0,2024-06-13 21:00:00
2024-06-13,22,0,2024-06-13 22:00:00
2024-06-13,23,0,2024-06-13 23:00:00
2024-06-14,0,0,2024-06-14 00:00:00
2024-06-14,1,0,2024-06-14 01:00:00
2024-06-14,2,0,2024-06-14 02:00:00
2024-06-14,3,0,2024-06-14 03:00:00
2024-06-14,4,0,2024-06-14 04:00:00
2024-06-14,5,0,2024-06-14 05:00:00
2024-06-14,6,0.2,2024-06-14 06:00:00
2024-06-14,7,3.2,2024-06-14 07:00:00
2024-06-14,8,0,2024-06-14 08:00:00
2024-06-14,9,0,2024-06-14 09:00:00
2024-06-14,10,0,2024-06-14 10:00:00
2024-06-14,11,0,2024-06-14 11:00:00
2024-06-14,12,0,2024-06-14 12:00:00
2024-06-14,13,0,2024-06-14 13:00:00
2024-06-14,14,0,2024-06-14 14:00:00
2024-06-14,15,0,2024-06-14 15:00:00
2024-06-14,16,0,2024-06-14 16:00:00
2024-06-14,17,0,2024-06-14 17:00:00
2024-06-14,18,0,2024-06-14 18:00:00
2024-06-14,19,0,2024-06-14 19:00:00
2024-06-14,20,0,2024-06-14 20:00:00
2024-06-14,21,0,2024-06-14 21:00:00
2024-06-14,22,0,2024-06-14 22:00:00
2024-06-14,23,0,2024-06-14 23:00:00
2024-06-15,0,0,2024-06-15 00:00:00
2024-06-15,1,0,2024-06-15 01:00:00
2024-06-15,2,0,2024-06-15 02:00:00
2024-06-15,3,0,2024-06-15 03:00:00
2024-06-15,4,0.2,2024-06-15 04:00:00
2024-06-15,5,0.4,2024-06-15 05:00:00
2024-06-15,6,0,2024-06-15 06:00:00
2024-06-15,7,0,2024-06-15 07:00:00
2024-06-15,8,0.2,2024-06-15 08:00:00
2024-06-15,9,0,2024-06-15 09:00:00
2024-06-15,10,0,2024-06-15 10:00:00
2024-06-15,11,0,2024-06-15 11:00:00
2024-06-15,12,0,2024-06-15 12:00:00
2024-06-15,13,0,2024-06-15 13:00:00
2024-06-15,14,0,2024-06-15 14:00:00
2024-06-15,15,0,2024-06-15 15:00:00
2024-06-15,16,0,2024-06-15 16:00:00
2024-06-15,17,0,2024-06-15 17:00:00
2024-06-15,18,0,2024-06-15 18:00:00
2024-06-15,19,0,2024-06-15 19:00:00
2024-06-15,20,0,2024-06-15 20:00:00
2024-06-15,21,0,2024-06-15 21:00:00
2024-06-15,22,0,2024-06-15 22:00:00
2024-06-15,23,0,2024-06-15 23:00:00
2024-06-16,0,0,2024-06-16 00:00:00
2024-06-16,1,0,2024-06-16 01:00:00
2024-06-16,2,0,2024-06-16 02:00:00
2024-06-16,3,0,2024-06-16 03:00:00
2024-06-16,4,9.8,2024-06-16 04:00:00
2024-06-16,5,13.8,2024-06-16 05:00:00
2024-06-16,6,2.8,2024-06-16 06:00:00
2024-06-16,7,0,2024-06-16 07:00:00
2024-06-16,8,0.2,2024-06-16 08:00:00
2024-06-16,9,0,2024-06-16 09:00:00
2024-06-16,10,0,2024-06-16 10:00:00
2024-06-16,11,0,2024-06-16 11:00:00
2024-06-16,12,0,2024-06-16 12:00:00
2024-06-16,13,0,2024-06-16 13:00:00
2024-06-16,14,0,2024-06-16 14:00:00
2024-06-16,15,0,2024-06-16 15:00:00
2024-06-16,16,0,2024-06-16 16:00:00
2024-06-16,17,0,2024-06-16 17:00:00
2024-06-16,18,0,2024-06-16 18:00:00
2024-06-16,19,0,2024-06-16 19:00:00
2024-06-16,20,0,2024-06-16 20:00:00
2024-06-16,21,0,2024-06-16 21:00:00
2024-06-16,22,0,2024-06-16 22:00:00
2024-06-16,23,0,2024-06-16 23:00:00
2024-06-17,0,0,2024-06-17 00:00:00
2024-06-17,1,0.8,2024-06-17 01:00:00
2024-06-17,2,0,2024-06-17 02:00:00
2024-06-17,3,2,2024-06-17 03:00:00
2024-06-17,4,13.6,2024-06-17 04:00:00
2024-06-17,5,1.2,2024-06-17 05:00:00
2024-06-17,6,3.8,2024-06-17 06:00:00
2024-06-17,7,1,2024-06-17 07:00:00
2024-06-17,8,0.4,2024-06-17 08:00:00
2024-06-17,9,0,2024-06-17 09:00:00
2024-06-17,10,0,2024-06-17 10:00:00
2024-06-17,11,0,2024-06-17 11:00:00
2024-06-17,12,0.2,2024-06-17 12:00:00
2024-06-17,13,0,2024-06-17 13:00:00
2024-06-17,14,0,2024-06-17 14:00:00
2024-06-17,15,1.6,2024-06-17 15:00:00
2024-06-17,16,0,2024-06-17 16:00:00
2024-06-17,17,0,2024-06-17 17:00:00
2024-06-17,18,0,2024-06-17 18:00:00
2024-06-17,19,6.2,2024-06-17 19:00:00
2024-06-17,20,0.4,2024-06-17 20:00:00
2024-06-17,21,1,2024-06-17 21:00:00
2024-06-17,22,3.4,2024-06-17 22:00:00
2024-06-17,23,0,2024-06-17 23:00:00
2024-06-18,0,0,2024-06-18 00:00:00
2024-06-18,1,0,2024-06-18 01:00:00
2024-06-18,2,0.2,2024-06-18 02:00:00
2024-06-18,3,2.6,2024-06-18 03:00:00
2024-06-18,4,0.2,2024-06-18 04:00:00
2024-06-18,5,0,2024-06-18 05:00:00
2024-06-18,6,4.6,2024-06-18 06:00:00
2024-06-18,7,6.4,2024-06-18 07:00:00
2024-06-18,8,0.8,2024-06-18 08:00:00
2024-06-18,9,0.6,2024-06-18 09:00:00
2024-06-18,10,0,2024-06-18 10:00:00
2024-06-18,11,0,2024-06-18 11:00:00
2024-06-18,12,0,2024-06-18 12:00:00
2024-06-18,13,0,2024-06-18 13:00:00
2024-06-18,14,0,2024-06-18 14:00:00
2024-06-18,15,0,2024-06-18 15:00:00
2024-06-18,16,0,2024-06-18 16:00:00
2024-06-18,17,0,2024-06-18 17:00:00
2024-06-18,18,0,2024-06-18 18:00:00
2024-06-18,19,17.6,2024-06-18 19:00:00
2024-06-18,20,20.8,2024-06-18 20:00:00
2024-06-18,21,1.2,2024-06-18 21:00:00
2024-06-18,22,0,2024-06-18 22:00:00
2024-06-18,23,0,2024-06-18 23:00:00
2024-06-19,0,0.6,2024-06-19 00:00:00
2024-06-19,1,0,2024-06-19 01:00:00
2024-06-19,2,3.2,2024-06-19 02:00:00
2024-06-19,3,14,2024-06-19 03:00:00
2024-06-19,4,0,2024-06-19 04:00:00
2024-06-19,5,0,2024-06-19 05:00:00
2024-06-19,6,1.2,2024-06-19 06:00:00
2024-06-19,7,0.2,2024-06-19 07:00:00
2024-06-19,8,0,2024-06-19 08:00:00
2024-06-19,9,0,2024-06-19 09:00:00
2024-06-19,10,0,2024-06-19 10:00:00
2024-06-19,11,0,2024-06-19 11:00:00
2024-06-19,12,0,2024-06-19 12:00:00
2024-06-19,13,0,2024-06-19 13:00:00
2024-06-19,14,0,2024-06-19 14:00:00
2024-06-19,15,0,2024-06-19 15:00:00
2024-06-19,16,0,2024-06-19 16:00:00
2024-06-19,17,0,2024-06-19 17:00:00
2024-06-19,18,0,2024-06-19 18:00:00
2024-06-19,19,0,2024-06-19 19:00:00
2024-06-19,20,0,2024-06-19 20:00:00
2024-06-19,21,0,2024-06-19 21:00:00
2024-06-19,22,0,2024-06-19 22:00:00
2024-06-19,23,0,2024-06-19 23:00:00
2024-06-20,0,1.4,2024-06-20 00:00:00
2024-06-20,1,6.8,2024-06-20 01:00:00
2024-06-20,2,5,2024-06-20 02:00:00
2024-06-20,3,3.2,2024-06-20 03:00:00
2024-06-20,4,0.2,2024-06-20 04:00:00
2024-06-20,5,0,2024-06-20 05:00:00
2024-06-20,6,0,2024-06-20 06:00:00
2024-06-20,7,0,2024-06-20 07:00:00
2024-06-20,8,0.2,2024-06-20 08:00:00
2024-06-20,9,0.8,2024-06-20 09:00:00
2024-06-20,10,0,2024-06-20 10:00:00
2024-06-20,11,0,2024-06-20 11:00:00
2024-06-20,12,0,2024-06-20 12:00:00
2024-06-20,13,0,2024-06-20 13:00:00
2024-06-20,14,0,2024-06-20 14:00:00
2024-06-20,15,0,2024-06-20 15:00:00
2024-06-20,16,0,2024-06-20 16:00:00
2024-06-20,17,0,2024-06-20 17:00:00
2024-06-20,18,0,2024-06-20 18:00:00
2024-06-20,19,0,2024-06-20 19:00:00
2024-06-20,20,0,2024-06-20 20:00:00
2024-06-20,21,0,2024-06-20 21:00:00
2024-06-20,22,0,2024-06-20 22:00:00
2024-06-20,23,0,2024-06-20 23:00:00
2024-06-21,0,0,2024-06-21 00:00:00
2024-06-21,1,0,2024-06-21 01:00:00
2024-06-21,2,0,2024-06-21 02:00:00
2024-06-21,3,0,2024-06-21 03:00:00
2024-06-21,4,0,2024-06-21 04:00:00
2024-06-21,5,0,2024-06-21 05:00:00
2024-06-21,6,0,2024-06-21 06:00:00
2024-06-21,7,0.8,2024-06-21 07:00:00
2024-06-21,8,0.2,2024-06-21 08:00:00
2024-06-21,9,0,2024-06-21 09:00:00
2024-06-21,10,0,2024-06-21 10:00:00
2024-06-21,11,0,2024-06-21 11:00:00
2024-06-21,12,0,2024-06-21 12:00:00
2024-06-21,13,0,2024-06-21 13:00:00
2024-06-21,14,0,2024-06-21 14:00:00
2024-06-21,15,0,2024-06-21 15:00:00
2024-06-21,16,0,2024-06-21 16:00:00
2024-06-21,17,0,2024-06-21 17:00:00
2024-06-21,18,0,2024-06-21 18:00:00
2024-06-21,19,0,2024-06-21 19:00:00
2024-06-21,20,0,2024-06-21 20:00:00
2024-06-21,21,0,2024-06-21 21:00:00
2024-06-21,22,0,2024-06-21 22:00:00
2024-06-21,23,0,2024-06-21 23:00:00
2024-06-22,0,0,2024-06-22 00:00:00
2024-06-22,1,0,2024-06-22 01:00:00
2024-06-22,2,0,2024-06-22 02:00:00
2024-06-22,3,0,2024-06-22 03:00:00
2024-06-22,4,0,2024-06-22 04:00:00
2024-06-22,5,1.8,2024-06-22 05:00:00
2024-06-22,6,7.2,2024-06-22 06:00:00
2024-06-22,7,0.8,2024-06-22 07:00:00
2024-06-22,8,0,2024-06-22 08:00:00
2024-06-22,9,0,2024-06-22 09:00:00
2024-06-22,10,0,2024-06-22 10:00:00
2024-06-22,11,0,2024-06-22 11:00:00
2024-06-22,12,0,2024-06-22 12:00:00
2024-06-22,13,0,2024-06-22 13:00:00
2024-06-22,14,0,2024-06-22 14:00:00
2024-06-22,15,0,2024-06-22 15:00:00
2024-06-22,16,0,2024-06-22 16:00:00
2024-06-22,17,0,2024-06-22 17:00:00
2024-06-22,18,0,2024-06-22 18:00:00
2024-06-22,19,0,2024-06-22 19:00:00
2024-06-22,20,0,2024-06-22 20:00:00
2024-06-22,21,0,2024-06-22 21:00:00
2024-06-22,22,0,2024-06-22 22:00:00
2024-06-22,23,0,2024-06-22 23:00:00
2024-06-23,0,0,2024-06-23 00:00:00
2024-06-23,1,0,2024-06-23 01:00:00
2024-06-23,2,0,2024-06-23 02:00:00
2024-06-23,3,0,2024-06-23 03:00:00
2024-06-23,4,0,2024-06-23 04:00:00
2024-06-23,5,0.2,2024-06-23 05:00:00
2024-06-23,6,0,2024-06-23 06:00:00
2024-06-23,7,0,2024-06-23 07:00:00
2024-06-23,8,0,2024-06-23 08:00:00
2024-06-23,9,0,2024-06-23 09:00:00
2024-06-23,10,0,2024-06-23 10:00:00
2024-06-23,11,0,2024-06-23 11:00:00
2024-06-23,12,0,2024-06-23 12:00:00
2024-06-23,13,0,2024-06-23 13:00:00
2024-06-23,14,0,2024-06-23 14:00:00
2024-06-23,15,0,2024-06-23 15:00:00
2024-06-23,16,0,2024-06-23 16:00:00
2024-06-23,17,0,2024-06-23 17:00:00
2024-06-23,18,0,2024-06-23 18:00:00
2024-06-23,19,0.4,2024-06-23 19:00:00
2024-06-23,20,0,2024-06-23 20:00:00
2024-06-23,21,0,2024-06-23 21:00:00
2024-06-23,22,5.6,2024-06-23 22:00:00
2024-06-23,23,6,2024-06-23 23:00:00
2024-06-24,0,11.8,2024-06-24 00:00:00
2024-06-24,1,0.2,2024-06-24 01:00:00
2024-06-24,2,0.2,2024-06-24 02:00:00
2024-06-24,3,0,2024-06-24 03:00:00
2024-06-24,4,0,2024-06-24 04:00:00
2024-06-24,5,0,2024-06-24 05:00:00
2024-06-24,6,0,2024-06-24 06:00:00
2024-06-24,7,0,2024-06-24 07:00:00
2024-06-24,8,0,2024-06-24 08:00:00
2024-06-24,9,0,2024-06-24 09:00:00
2024-06-24,10,0,2024-06-24 10:00:00
2024-06-24,11,0,2024-06-24 11:00:00
2024-06-24,12,0,2024-06-24 12:00:00
2024-06-24,13,0,2024-06-24 13:00:00
2024-06-24,14,0,2024-06-24 14:00:00
2024-06-24,15,0,2024-06-24 15:00:00
2024-06-24,16,0,2024-06-24 16:00:00
2024-06-24,17,0,2024-06-24 17:00:00
2024-06-24,18,0,2024-06-24 18:00:00
2024-06-24,19,0,2024-06-24 19:00:00
2024-06-24,20,0,2024-06-24 20:00:00
2024-06-24,21,0,2024-06-24 21:00:00
2024-06-24,22,0,2024-06-24 22:00:00
2024-06-24,23,0,2024-06-24 23:00:00
2024-06-25,0,0,2024-06-25 00:00:00
2024-06-25,1,0,2024-06-25 01:00:00
2024-06-25,2,0,2024-06-25 02:00:00
2024-06-25,3,0,2024-06-25 03:00:00
2024-06-25,4,0,2024-06-25 04:00:00
2024-06-25,5,0,2024-06-25 05:00:00
2024-06-25,6,0,2024-06-25 06:00:00
2024-06-25,7,0,2024-06-25 07:00:00
2024-06-25,8,0,2024-06-25 08:00:00
2024-06-25,9,0,2024-06-25 09:00:00
2024-06-25,10,0,2024-06-25 10:00:00
2024-06-25,11,0,2024-06-25 11:00:00
2024-06-25,12,0,2024-06-25 12:00:00
2024-06-25,13,0,2024-06-25 13:00:00
2024-06-25,14,0,2024-06-25 14:00:00
2024-06-25,15,0,2024-06-25 15:00:00
2024-06-25,16,0,2024-06-25 16:00:00
2024-06-25,17,0,2024-06-25 17:00:00
2024-06-25,18,0,2024-06-25 18:00:00
2024-06-25,19,0.2,2024-06-25 19:00:00
2024-06-25,20,0,2024-06-25 20:00:00
2024-06-25,21,0,2024-06-25 21:00:00
2024-06-25,22,0,2024-06-25 22:00:00
2024-06-25,23,0,2024-06-25 23:00:00
2024-06-26,0,0,2024-06-26 00:00:00
2024-06-26,1,0,2024-06-26 01:00:00
2024-06-26,2,0,2024-06-26 02:00:00
2024-06-26,3,0,2024-06-26 03:00:00
2024-06-26,4,0.4,2024-06-26 04:00:00
2024-06-26,5,2,2024-06-26 05:00:00
2024-06-26,6,6.6,2024-06-26 06:00:00
2024-06-26,7,4,2024-06-26 07:00:00
2024-06-26,8,0.4,2024-06-26 08:00:00
2024-06-26,9,0,2024-06-26 09:00:00
2024-06-26,10,0,2024-06-26 10:00:00
2024-06-26,11,0,2024-06-26 11:00:00
2024-06-26,12,0,2024-06-26 12:00:00
2024-06-26,13,5.4,2024-06-26 13:00:00
2024-06-26,14,3.6,2024-06-26 14:00:00
2024-06-26,15,0,2024-06-26 15:00:00
2024-06-26,16,0,2024-06-26 16:00:00
2024-06-26,17,6.4,2024-06-26 17:00:00
2024-06-26,18,13.2,2024-06-26 18:00:00
2024-06-26,19,0.4,2024-06-26 19:00:00
2024-06-26,20,0,2024-06-26 20:00:00
2024-06-26,21,0,2024-06-26 21:00:00
2024-06-26,22,0,2024-06-26 22:00:00
2024-06-26,23,0,2024-06-26 23:00:00
2024-06-27,0,0,2024-06-27 00:00:00
2024-06-27,1,0,2024-06-27 01:00:00
2024-06-27,2,0,2024-06-27 02:00:00
2024-06-27,3,0,2024-06-27 03:00:00
2024-06-27,4,0,2024-06-27 04:00:00
2024-06-27,5,0.2,2024-06-27 05:00:00
2024-06-27,6,0,2024-06-27 06:00:00
2024-06-27,7,0,2024-06-27 07:00:00
2024-06-27,8,0,2024-06-27 08:00:00
2024-06-27,9,0,2024-06-27 09:00:00
2024-06-27,10,0,2024-06-27 10:00:00
2024-06-27,11,0,2024-06-27 11:00:00
2024-06-27,12,0,2024-06-27 12:00:00
2024-06-27,13,0,2024-06-27 13:00:00
2024-06-27,14,0,2024-06-27 14:00:00
2024-06-27,15,3,2024-06-27 15:00:00
2024-06-27,16,0,2024-06-27 16:00:00
2024-06-27,17,0,2024-06-27 17:00:00
2024-06-27,18,0.2,2024-06-27 18:00:00
2024-06-27,19,2.6,2024-06-27 19:00:00
2024-06-27,20,0,2024-06-27 20:00:00
2024-06-27,21,0,2024-06-27 21:00:00
2024-06-27,22,0,2024-06-27 22:00:00
2024-06-27,23,0,2024-06-27 23:00:00
2024-06-28,0,0,2024-06-28 00:00:00
2024-06-28,1,0,2024-06-28 01:00:00
2024-06-28,2,0,2024-06-28 02:00:00
2024-06-28,3,0,2024-06-28 03:00:00
2024-06-28,4,5,2024-06-28 04:00:00
2024-06-28,5,6,2024-06-28 05:00:00
2024-06-28,6,4.4,2024-06-28 06:00:00
2024-06-28,7,0.2,2024-06-28 07:00:00
2024-06-28,8,0,2024-06-28 08:00:00
2024-06-28,9,0,2024-06-28 09:00:00
2024-06-28,10,0,2024-06-28 10:00:00
2024-06-28,11,0,2024-06-28 11:00:00
2024-06-28,12,0,2024-06-28 12:00:00
2024-06-28,13,0,2024-06-28 13:00:00
2024-06-28,14,0,2024-06-28 14:00:00
2024-06-28,15,0,2024-06-28 15:00:00
2024-06-28,16,0,2024-06-28 16:00:00
2024-06-28,17,0,2024-06-28 17:00:00
2024-06-28,18,0,2024-06-28 18:00:00
2024-06-28,19,0,2024-06-28 19:00:00
2024-06-28,20,0,2024-06-28 20:00:00
2024-06-28,21,0,2024-06-28 21:00:00
2024-06-28,22,0,2024-06-28 22:00:00
2024-06-28,23,0,2024-06-28 23:00:00
2024-06-29,0,3,2024-06-29 00:00:00
2024-06-29,1,0.6,2024-06-29 01:00:00
2024-06-29,2,1.4,2024-06-29 02:00:00
2024-06-29,3,1.8,2024-06-29 03:00:00
2024-06-29,4,2.8,2024-06-29 04:00:00
2024-06-29,5,8.2,2024-06-29 05:00:00
2024-06-29,6,4.8,2024-06-29 06:00:00
2024-06-29,7,0.8,2024-06-29 07:00:00
2024-06-29,8,0,2024-06-29 08:00:00
2024-06-29,9,0,2024-06-29 09:00:00
2024-06-29,10,0,2024-06-29 10:00:00
2024-06-29,11,0,2024-06-29 11:00:00
2024-06-29,12,0,2024-06-29 12:00:00
2024-06-29,13,0,2024-06-29 13:00:00
2024-06-29,14,0,2024-06-29 14:00:00
2024-06-29,15,1.4,2024-06-29 15:00:00
2024-06-29,16,0,2024-06-29 16:00:00
2024-06-29,17,0,2024-06-29 17:00:00
2024-06-29,18,0,2024-06-29 18:00:00
2024-06-29,19,0,2024-06-29 19:00:00
2024-06-29,20,0,2024-06-29 20:00:00
2024-06-29,21,0,2024-06-29 21:00:00
2024-06-29,22,0,2024-06-29 22:00:00
2024-06-29,23,0,2024-06-29 23:00:00
2024-06-30,0,0,2024-06-30 00:00:00
2024-06-30,1,0,2024-06-30 01:00:00
2024-06-30,2,1,2024-06-30 02:00:00
2024-06-30,3,5.2,2024-06-30 03:00:00
2024-06-30,4,6,2024-06-30 04:00:00
2024-06-30,5,0.2,2024-06-30 05:00:00
2024-06-30,6,0,2024-06-30 06:00:00
2024-06-30,7,0,2024-06-30 07:00:00
2024-06-30,8,0,2024-06-30 08:00:00
2024-06-30,9,0,2024-06-30 09:00:00
2024-06-30,10,0,2024-06-30 10:00:00
2024-06-30,11,0,2024-06-30 11:00:00
2024-06-30,12,0,2024-06-30 12:00:00
2024-06-30,13,0,2024-06-30 13:00:00
2024-06-30,14,0,2024-06-30 14:00:00
2024-06-30,15,0,2024-06-30 15:00:00
2024-06-30,16,0,2024-06-30 16:00:00
2024-06-30,17,0.6,2024-06-30 17:00:00
2024-06-30,18,0.6,2024-06-30 18:00:00
2024-06-30,19,13.8,2024-06-30 19:00:00
2024-06-30,20,9.4,2024-06-30 20:00:00
2024-06-30,21,1.8,2024-06-30 21:00:00
2024-06-30,22,0.2,2024-06-30 22:00:00
2024-06-30,23,0,2024-06-30 23:00:00
2024-07-01,0,0,2024-07-01 00:00:00
2024-07-01,1,0,2024-07-01 01:00:00
2024-07-01,2,1.2,2024-07-01 02:00:00
2024-07-01,3,27.2,2024-07-01 03:00:00
2024-07-01,4,6.8,2024-07-01 04:00:00
2024-07-01,5,1.6,2024-07-01 05:00:00
2024-07-01,6,2.6,2024-07-01 06:00:00
2024-07-01,7,0,2024-07-01 07:00:00
2024-07-01,8,0,2024-07-01 08:00:00
2024-07-01,9,0,2024-07-01 09:00:00
2024-07-01,10,0,2024-07-01 10:00:00
2024-07-01,11,0,2024-07-01 11:00:00
2024-07-01,12,0,2024-07-01 12:00:00
2024-07-01,13,0,2024-07-01 13:00:00
2024-07-01,14,0,2024-07-01 14:00:00
2024-07-01,15,0,2024-07-01 15:00:00
2024-07-01,16,0,2024-07-01 16:00:00
2024-07-01,17,0,2024-07-01 17:00:00
2024-07-01,18,0.8,2024-07-01 18:00:00
2024-07-01,19,0,2024-07-01 19:00:00
2024-07-01,20,12.2,2024-07-01 20:00:00
2024-07-01,21,9.6,2024-07-01 21:00:00
2024-07-01,22,2.8,2024-07-01 22:00:00
2024-07-01,23,0.4,2024-07-01 23:00:00
2024-07-02,0,2.2,2024-07-02 00:00:00
2024-07-02,1,2.8,2024-07-02 01:00:00
2024-07-02,2,0,2024-07-02 02:00:00
2024-07-02,3,0.2,2024-07-02 03:00:00
2024-07-02,4,0,2024-07-02 04:00:00
2024-07-02,5,0,2024-07-02 05:00:00
2024-07-02,6,0,2024-07-02 06:00:00
2024-07-02,7,0,2024-07-02 07:00:00
2024-07-02,8,1.2,2024-07-02 08:00:00
2024-07-02,9,4.4,2024-07-02 09:00:00
2024-07-02,10,1.4,2024-07-02 10:00:00
2024-07-02,11,0.8,2024-07-02 11:00:00
2024-07-02,12,1,2024-07-02 12:00:00
2024-07-02,13,1.4,2024-07-02 13:00:00
2024-07-02,14,0.6,2024-07-02 14:00:00
2024-07-02,15,0,2024-07-02 15:00:00
2024-07-02,16,20.6,2024-07-02 16:00:00
2024-07-02,17,3,2024-07-02 17:00:00
2024-07-02,18,0.6,2024-07-02 18:00:00
2024-07-02,19,0,2024-07-02 19:00:00
2024-07-02,20,3.8,2024-07-02 20:00:00
2024-07-02,21,0.6,2024-07-02 21:00:00
2024-07-02,22,1.2,2024-07-02 22:00:00
2024-07-02,23,1.4,2024-07-02 23:00:00
2024-07-03,0,0,2024-07-03 00:00:00
2024-07-03,1,0,2024-07-03 01:00:00
2024-07-03,2,0,2024-07-03 02:00:00
2024-07-03,3,0,2024-07-03 03:00:00
2024-07-03,4,0,2024-07-03 04:00:00
2024-07-03,5,0,2024-07-03 05:00:00
2024-07-03,6,0,2024-07-03 06:00:00
2024-07-03,7,0,2024-07-03 07:00:00
2024-07-03,8,0,2024-07-03 08:00:00
2024-07-03,9,0,2024-07-03 09:00:00
2024-07-03,10,0,2024-07-03 10:00:00
2024-07-03,11,0,2024-07-03 11:00:00
2024-07-03,12,0,2024-07-03 12:00:00
2024-07-03,13,0,2024-07-03 13:00:00
2024-07-03,14,0,2024-07-03 14:00:00
2024-07-03,15,0,2024-07-03 15:00:00
2024-07-03,16,0,2024-07-03 16:00:00
2024-07-03,17,1.6,2024-07-03 17:00:00
2024-07-03,18,0.8,2024-07-03 18:00:00
2024-07-03,19,0,2024-07-03 19:00:00
2024-07-03,20,0,2024-07-03 20:00:00
2024-07-03,21,0,2024-07-03 21:00:00
2024-07-03,22,1.8,2024-07-03 22:00:00
2024-07-03,23,0.6,2024-07-03 23:00:00
2024-07-04,0,0,2024-07-04 00:00:00
2024-07-04,1,0,2024-07-04 01:00:00
2024-07-04,2,0,2024-07-04 02:00:00
2024-07-04,3,0,2024-07-04 03:00:00
2024-07-04,4,0,2024-07-04 04:00:00
2024-07-04,5,0,2024-07-04 05:00:00
2024-07-04,6,0,2024-07-04 06:00:00
2024-07-04,7,0,2024-07-04 07:00:00
2024-07-04,8,0.2,2024-07-04 08:00:00
2024-07-04,9,0,2024-07-04 09:00:00
2024-07-04,10,0.8,2024-07-04 10:00:00
2024-07-04,11,0.8,2024-07-04 11:00:00
2024-07-04,12,0,2024-07-04 12:00:00
2024-07-04,13,1.2,2024-07-04 13:00:00
2024-07-04,14,12.6,2024-07-04 14:00:00
2024-07-04,15,1,2024-07-04 15:00:00
2024-07-04,16,0,2024-07-04 16:00:00
2024-07-04,17,0,2024-07-04 17:00:00
2024-07-04,18,0,2024-07-04 18:00:00
2024-07-04,19,0,2024-07-04 19:00:00
2024-07-04,20,0,2024-07-04 20:00:00
2024-07-04,21,0,2024-07-04 21:00:00
2024-07-04,22,0,2024-07-04 22:00:00
2024-07-04,23,0,2024-07-04 23:00:00
2024-07-05,0,0,2024-07-05 00:00:00
2024-07-05,1,0,2024-07-05 01:00:00
2024-07-05,2,0,2024-07-05 02:00:00
2024-07-05,3,0,2024-07-05 03:00:00
2024-07-05,4,0,2024-07-05 04:00:00
2024-07-05,5,0,2024-07-05 05:00:00
2024-07-05,6,0,2024-07-05 06:00:00
2024-07-05,7,0,2024-07-05 07:00:00
2024-07-05,8,0,2024-07-05 08:00:00
2024-07-05,9,0,2024-07-05 09:00:00
2024-07-05,10,0,2024-07-05 10:00:00
2024-07-05,11,0,2024-07-05 11:00:00
